App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5927945,HDR,12/1/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5924094,HDR,10/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927880,HDR,11/30/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5920534,HDR,9/13/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929316,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926660,HDR,11/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,12/13/2018 6:00
5927624,HDR,11/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927892,HDR,11/30/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5925091,HDR,10/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928063,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5929036,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926605,HDR,11/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922117,HDR,9/29/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927323,HDR,11/23/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925661,HDR,11/5/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5924623,HDR,10/24/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928098,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925770,HDR,11/6/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5923134,HDR,10/9/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924003,HDR,10/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5920471,HDR,9/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924712,HDR,10/25/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5925555,HDR,11/3/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926865,HDR,11/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5925540,HDR,11/2/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed,12/13/2018 6:00
5925362,HDR,11/1/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926908,HDR,11/18/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926059,HDR,11/9/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926494,HDR,11/13/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5929260,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929301,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919100,HDR,8/29/2018,Pending Fitness Interview,11/26/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925238,HDR,10/31/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927356,HDR,11/24/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927534,HDR,11/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928665,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5924791,HDR,10/26/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928781,HDR,12/8/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928622,HDR,12/6/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922533,HDR,10/2/2018,Pending Fitness Interview,12/7/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5929065,HDR,12/11/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921282,HDR,9/21/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5919474,HDR,9/4/2018,Denied,11/1/2018,Complete,Complete,Needed,Complete,Complete,Copy of DMV license needed,12/13/2018 6:00
5928655,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927313,HDR,11/23/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927138,HDR,11/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925311,HDR,11/1/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928239,HDR,12/4/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5914901,HDR,8/24/2018,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5920119,HDR,9/10/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926710,HDR,11/15/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5926320,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923898,HDR,10/16/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927940,HDR,11/30/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924360,HDR,10/21/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5926368,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5921778,HDR,2/6/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5929209,HDR,12/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919656,HDR,9/5/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926535,HDR,11/14/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926342,HDR,11/12/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924671,HDR,10/24/2018,Pending Fitness Interview,12/14/2018,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925197,HDR,10/31/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926985,HDR,11/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5919921,HDR,9/7/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922126,HDR,9/29/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5921717,HDR,9/25/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926652,HDR,11/15/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921372,HDR,9/21/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5927076,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5928509,HDR,12/6/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5925546,HDR,11/2/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5928210,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923237,HDR,10/10/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926113,HDR,11/9/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5928031,HDR,12/3/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5925598,HDR,11/4/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Complete,Fingerprints needed,12/13/2018 6:00
5927154,HDR,11/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5927487,HDR,11/26/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921592,HDR,9/24/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5929246,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925181,HDR,10/30/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922886,HDR,10/6/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5927644,HDR,11/27/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928409,HDR,12/5/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929053,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922926,HDR,10/7/2018,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927588,HDR,11/27/2018,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928206,HDR,12/3/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5925958,HDR,11/8/2018,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,12/13/2018 6:00
5924781,HDR,10/25/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,12/13/2018 6:00
5924171,HDR,10/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924261,HDR,10/19/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924565,HDR,10/23/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927135,HDR,11/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5922630,HDR,10/3/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926297,HDR,11/11/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925138,HDR,10/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,12/13/2018 6:00
5924271,HDR,10/20/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928728,HDR,12/7/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5924939,HDR,10/28/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927891,HDR,11/30/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5924252,HDR,10/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5923285,HDR,10/10/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5929273,HDR,12/12/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927953,HDR,12/1/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5924787,HDR,10/25/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926598,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5923991,HDR,10/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924739,HDR,10/25/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5921730,HDR,9/26/2018,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5926885,HDR,11/17/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5919483,HDR,9/4/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924286,HDR,10/20/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5925557,HDR,11/3/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,12/13/2018 6:00
5926527,HDR,11/14/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5925213,HDR,10/31/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926809,HDR,11/16/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,12/13/2018 6:00
5927014,HDR,11/19/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5917210,HDR,8/26/2018,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5922944,HDR,10/7/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,12/13/2018 6:00
5927942,HDR,12/1/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919382,HDR,9/1/2018,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5922790,HDR,10/5/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5928858,HDR,12/10/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5926894,HDR,11/17/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5926772,HDR,11/16/2018,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,12/13/2018 6:00
5926414,HDR,11/13/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5890507,HDR,7/28/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5924891,HDR,10/27/2018,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5928234,HDR,12/4/2018,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,12/13/2018 6:00
5919899,HDR,9/7/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
5920726,HDR,9/16/2018,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5919588,HDR,9/4/2018,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,12/13/2018 6:00
5927876,HDR,11/30/2018,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,12/13/2018 6:00
5927681,HDR,11/28/2018,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,12/13/2018 6:00
